area_code,drug_type,level,episodes,dimension
40103,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",25-34,6,Age group
40103,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",35-44,7,Age group
40103,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",45-54,2,Age group
40103,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",55-64,6,Age group
40103,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",65+,3,Age group
40103,"Sedative-hypnotics, antiepileptics and antiparkinson",15-24,6,Age group
40103,"Sedative-hypnotics, antiepileptics and antiparkinson",25-34,11,Age group
40103,"Sedative-hypnotics, antiepileptics and antiparkinson",35-44,7,Age group
40103,"Sedative-hypnotics, antiepileptics and antiparkinson",45-54,3,Age group
40103,"Sedative-hypnotics, antiepileptics and antiparkinson",55-64,4,Age group
40103,"Sedative-hypnotics, antiepileptics and antiparkinson",65+,2,Age group
40104,Alcohol,0-14,4,Age group
40104,Alcohol,15-24,45,Age group
40104,Alcohol,25-34,50,Age group
40104,Alcohol,35-44,38,Age group
40104,Alcohol,45-54,26,Age group
40104,Alcohol,55-64,13,Age group
40104,Alcohol,65+,9,Age group
40104,All drug-related,0-14,7,Age group
40104,All drug-related,15-24,99,Age group
40104,All drug-related,25-34,104,Age group
40104,All drug-related,35-44,84,Age group
40104,All drug-related,45-54,56,Age group
40104,All drug-related,55-64,42,Age group
40104,All drug-related,65+,31,Age group
40104,Anaesthetics,45-54,1,Age group
40104,Analeptics and opioid receptor antagonists,25-34,1,Age group
40104,Cannabinoids,0-14,2,Age group
40104,Cannabinoids,15-24,5,Age group
40104,Cannabinoids,25-34,9,Age group
40104,Cannabinoids,35-44,5,Age group
40104,Cannabinoids,45-54,4,Age group
40104,Cannabinoids,55-64,6,Age group
40104,Cannabinoids,65+,4,Age group
40104,Hallucinogens,15-24,3,Age group
40104,Hallucinogens,25-34,1,Age group
40104,Hallucinogens,35-44,2,Age group
40104,Hallucinogens,65+,1,Age group
40104,Inhalants,15-24,1,Age group
40104,Inhalants,65+,1,Age group
40104,Multiple drug use,15-24,4,Age group
40104,Multiple drug use,25-34,5,Age group
40104,Multiple drug use,35-44,6,Age group
40104,Multiple drug use,45-54,3,Age group
40104,Multiple drug use,55-64,1,Age group
40104,Multiple drug use,65+,6,Age group
40104,Non-opioid analgesic and antirheumatic,15-24,4,Age group
40104,Non-opioid analgesic and antirheumatic,25-34,5,Age group
40104,Non-opioid analgesic and antirheumatic,35-44,1,Age group
40104,Non-opioid analgesic and antirheumatic,45-54,1,Age group
40104,Non-opioid analgesic and antirheumatic,55-64,2,Age group
40104,Non-opioid analgesic and antirheumatic,65+,1,Age group
40104,Opioid,15-24,13,Age group
40104,Opioid,25-34,7,Age group
40104,Opioid,35-44,10,Age group
40104,Opioid,45-54,6,Age group
40104,Opioid,55-64,5,Age group
40104,Opioid,65+,2,Age group
40104,Other,15-24,2,Age group
40104,Other,25-34,4,Age group
40104,Other,35-44,1,Age group
40104,Psychostimulants,15-24,7,Age group
40104,Psychostimulants,25-34,14,Age group
40104,Psychostimulants,35-44,10,Age group
40104,Psychostimulants,45-54,11,Age group
40104,Psychostimulants,55-64,10,Age group
40104,Psychostimulants,65+,6,Age group
40104,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",15-24,3,Age group
40104,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",25-34,2,Age group
40104,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",35-44,2,Age group
40104,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",55-64,1,Age group
40104,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",65+,1,Age group
40104,"Sedative-hypnotics, antiepileptics and antiparkinson",0-14,1,Age group
40104,"Sedative-hypnotics, antiepileptics and antiparkinson",15-24,12,Age group
40104,"Sedative-hypnotics, antiepileptics and antiparkinson",25-34,6,Age group
40104,"Sedative-hypnotics, antiepileptics and antiparkinson",35-44,9,Age group
40104,"Sedative-hypnotics, antiepileptics and antiparkinson",45-54,4,Age group
40104,"Sedative-hypnotics, antiepileptics and antiparkinson",55-64,4,Age group
40105,Alcohol,0-14,1,Age group
40105,Alcohol,15-24,31,Age group
40105,Alcohol,25-34,48,Age group
40105,Alcohol,35-44,36,Age group
40105,Alcohol,45-54,24,Age group
40105,Alcohol,55-64,11,Age group
40105,Alcohol,65+,12,Age group
40105,All drug-related,0-14,2,Age group
40105,All drug-related,15-24,76,Age group
40105,All drug-related,25-34,104,Age group
40105,All drug-related,35-44,85,Age group
40105,All drug-related,45-54,52,Age group
40105,All drug-related,55-64,31,Age group
40105,All drug-related,65+,24,Age group
40105,Anaesthetics,15-24,1,Age group
40105,Anaesthetics,55-64,1,Age group
40105,Analeptics and opioid receptor antagonists,15-24,1,Age group
40105,Analeptics and opioid receptor antagonists,25-34,2,Age group
40105,Androgens and anabolic congeners,15-24,2,Age group
40105,Cannabinoids,0-14,1,Age group
40105,Cannabinoids,15-24,5,Age group
40105,Cannabinoids,25-34,5,Age group
40105,Cannabinoids,35-44,7,Age group
40105,Cannabinoids,45-54,3,Age group
40105,Cannabinoids,55-64,1,Age group
40105,Cannabinoids,65+,4,Age group
40105,Hallucinogens,15-24,1,Age group
40105,Hallucinogens,35-44,1,Age group
40105,Multiple drug use,15-24,6,Age group
40105,Multiple drug use,25-34,10,Age group
40105,Multiple drug use,35-44,4,Age group
40105,Multiple drug use,45-54,4,Age group
40105,Multiple drug use,55-64,7,Age group
40105,Multiple drug use,65+,1,Age group
40105,Non-opioid analgesic and antirheumatic,15-24,3,Age group
40105,Non-opioid analgesic and antirheumatic,25-34,5,Age group
40105,Non-opioid analgesic and antirheumatic,35-44,3,Age group
40105,Non-opioid analgesic and antirheumatic,55-64,4,Age group
40105,Non-opioid analgesic and antirheumatic,65+,1,Age group
40105,Opioid,15-24,11,Age group
40105,Opioid,25-34,9,Age group
40105,Opioid,35-44,6,Age group
40105,Opioid,45-54,1,Age group
40105,Opioid,55-64,3,Age group
40105,Opioid,65+,2,Age group
40105,Other,25-34,2,Age group
40105,Other,35-44,1,Age group
40105,Other,45-54,2,Age group
40105,Psychostimulants,15-24,11,Age group
40105,Psychostimulants,25-34,11,Age group
40105,Psychostimulants,35-44,20,Age group
40105,Psychostimulants,45-54,11,Age group
40105,Psychostimulants,55-64,2,Age group
40105,Psychostimulants,65+,1,Age group
40105,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",25-34,6,Age group
40105,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",35-44,3,Age group
40105,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",55-64,1,Age group
40105,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",65+,1,Age group
40105,"Sedative-hypnotics, antiepileptics and antiparkinson",15-24,4,Age group
40105,"Sedative-hypnotics, antiepileptics and antiparkinson",25-34,6,Age group
40105,"Sedative-hypnotics, antiepileptics and antiparkinson",35-44,4,Age group
40105,"Sedative-hypnotics, antiepileptics and antiparkinson",45-54,7,Age group
40105,"Sedative-hypnotics, antiepileptics and antiparkinson",55-64,1,Age group
40105,"Sedative-hypnotics, antiepileptics and antiparkinson",65+,2,Age group
40106,Alcohol,0-14,1,Age group
40106,Alcohol,15-24,68,Age group
40106,Alcohol,25-34,88,Age group
40106,Alcohol,35-44,54,Age group
40106,Alcohol,45-54,53,Age group
40106,Alcohol,55-64,30,Age group
40106,Alcohol,65+,32,Age group
40106,All drug-related,0-14,2,Age group
40106,All drug-related,15-24,151,Age group
40106,All drug-related,25-34,197,Age group
40106,All drug-related,35-44,139,Age group
40106,All drug-related,45-54,116,Age group
40106,All drug-related,55-64,62,Age group
40106,All drug-related,65+,73,Age group
40106,Anaesthetics,15-24,1,Age group
40106,Anaesthetics,55-64,1,Age group
40106,Analeptics and opioid receptor antagonists,25-34,1,Age group
40106,Analeptics and opioid receptor antagonists,45-54,1,Age group
40106,Androgens and anabolic congeners,65+,2,Age group
40106,Cannabinoids,15-24,15,Age group
40106,Cannabinoids,25-34,15,Age group
40106,Cannabinoids,35-44,12,Age group
40106,Cannabinoids,45-54,10,Age group
40106,Cannabinoids,55-64,5,Age group
40106,Cannabinoids,65+,8,Age group
40106,Hallucinogens,15-24,2,Age group
40106,Hallucinogens,25-34,3,Age group
40106,Hallucinogens,35-44,2,Age group
40106,Hallucinogens,45-54,3,Age group
40106,Hallucinogens,55-64,2,Age group
40106,Hallucinogens,65+,1,Age group
40106,Inhalants,25-34,2,Age group
40106,Inhalants,35-44,2,Age group
40106,Inhalants,55-64,1,Age group
40106,Multiple drug use,0-14,1,Age group
40106,Multiple drug use,15-24,10,Age group
40106,Multiple drug use,25-34,17,Age group
40106,Multiple drug use,35-44,9,Age group
40106,Multiple drug use,45-54,11,Age group
40106,Multiple drug use,55-64,2,Age group
40106,Multiple drug use,65+,4,Age group
40106,Non-opioid analgesic and antirheumatic,15-24,7,Age group
40106,Non-opioid analgesic and antirheumatic,25-34,9,Age group
40106,Non-opioid analgesic and antirheumatic,35-44,3,Age group
40106,Non-opioid analgesic and antirheumatic,45-54,4,Age group
40106,Non-opioid analgesic and antirheumatic,55-64,1,Age group
40106,Non-opioid analgesic and antirheumatic,65+,4,Age group
40106,Opioid,15-24,15,Age group
40106,Opioid,25-34,14,Age group
40106,Opioid,35-44,18,Age group
40106,Opioid,45-54,9,Age group
40106,Opioid,55-64,5,Age group
40106,Opioid,65+,4,Age group
40106,Other,15-24,2,Age group
40106,Other,25-34,2,Age group
40106,Other,35-44,4,Age group
40106,Other,45-54,1,Age group
40106,Psychostimulants,15-24,16,Age group
40106,Psychostimulants,25-34,29,Age group
40106,Psychostimulants,35-44,24,Age group
40106,Psychostimulants,45-54,14,Age group
40106,Psychostimulants,55-64,8,Age group
40106,Psychostimulants,65+,11,Age group
40106,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",15-24,5,Age group
40106,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",25-34,7,Age group
40106,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",35-44,4,Age group
40106,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",45-54,2,Age group
40106,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",55-64,4,Age group
40106,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",65+,3,Age group
40106,"Sedative-hypnotics, antiepileptics and antiparkinson",15-24,10,Age group
40106,"Sedative-hypnotics, antiepileptics and antiparkinson",25-34,10,Age group
40106,"Sedative-hypnotics, antiepileptics and antiparkinson",35-44,7,Age group
40106,"Sedative-hypnotics, antiepileptics and antiparkinson",45-54,8,Age group
40106,"Sedative-hypnotics, antiepileptics and antiparkinson",55-64,3,Age group
40106,"Sedative-hypnotics, antiepileptics and antiparkinson",65+,4,Age group
40107,Alcohol,0-14,5,Age group
40107,Alcohol,15-24,63,Age group
40107,Alcohol,25-34,83,Age group
40107,Alcohol,35-44,84,Age group
40107,Alcohol,45-54,55,Age group
40107,Alcohol,55-64,23,Age group
40107,Alcohol,65+,36,Age group
40107,All drug-related,0-14,7,Age group
40107,All drug-related,15-24,152,Age group
40107,All drug-related,25-34,206,Age group
40107,All drug-related,35-44,160,Age group
40107,All drug-related,45-54,120,Age group
40107,All drug-related,55-64,59,Age group
40107,All drug-related,65+,77,Age group
40107,Anaesthetics,15-24,1,Age group
40107,Anaesthetics,35-44,3,Age group
40107,Anaesthetics,45-54,2,Age group
40107,Analeptics and opioid receptor antagonists,25-34,1,Age group
40107,Cannabinoids,15-24,20,Age group
40107,Cannabinoids,25-34,16,Age group
40107,Cannabinoids,35-44,11,Age group
40107,Cannabinoids,45-54,12,Age group
40107,Cannabinoids,55-64,6,Age group
40107,Cannabinoids,65+,3,Age group
40107,Hallucinogens,15-24,1,Age group
40107,Hallucinogens,25-34,4,Age group
40107,Hallucinogens,45-54,1,Age group
40107,Hallucinogens,55-64,2,Age group
40107,Inhalants,35-44,1,Age group
40107,Inhalants,45-54,1,Age group
40107,Inhalants,55-64,1,Age group
40107,Inhalants,65+,1,Age group
40107,Multiple drug use,15-24,9,Age group
40107,Multiple drug use,25-34,19,Age group
40107,Multiple drug use,35-44,8,Age group
40107,Multiple drug use,45-54,3,Age group
40107,Multiple drug use,65+,10,Age group
40107,Non-opioid analgesic and antirheumatic,0-14,1,Age group
40107,Non-opioid analgesic and antirheumatic,15-24,6,Age group
40107,Non-opioid analgesic and antirheumatic,25-34,3,Age group
40107,Non-opioid analgesic and antirheumatic,35-44,3,Age group
40107,Non-opioid analgesic and antirheumatic,45-54,4,Age group
40107,Non-opioid analgesic and antirheumatic,55-64,2,Age group
40107,Opioid,15-24,14,Age group
40107,Opioid,25-34,21,Age group
40107,Opioid,35-44,15,Age group
40107,Opioid,45-54,10,Age group
40107,Opioid,55-64,5,Age group
40107,Opioid,65+,9,Age group
40107,Other,25-34,1,Age group
40107,Other,35-44,1,Age group
40107,Other,65+,1,Age group
40107,Psychostimulants,0-14,1,Age group
40107,Psychostimulants,15-24,23,Age group
40107,Psychostimulants,25-34,37,Age group
40107,Psychostimulants,35-44,20,Age group
40107,Psychostimulants,45-54,15,Age group
40107,Psychostimulants,55-64,14,Age group
40107,Psychostimulants,65+,12,Age group
40107,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",15-24,8,Age group
40107,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",25-34,4,Age group
40107,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",35-44,5,Age group
40107,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",45-54,6,Age group
40107,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",65+,2,Age group
40107,"Sedative-hypnotics, antiepileptics and antiparkinson",15-24,7,Age group
40107,"Sedative-hypnotics, antiepileptics and antiparkinson",25-34,17,Age group
40107,"Sedative-hypnotics, antiepileptics and antiparkinson",35-44,9,Age group
40107,"Sedative-hypnotics, antiepileptics and antiparkinson",45-54,11,Age group
40107,"Sedative-hypnotics, antiepileptics and antiparkinson",55-64,6,Age group
40107,"Sedative-hypnotics, antiepileptics and antiparkinson",65+,3,Age group
40201,Alcohol,0-14,1,Age group
40201,Alcohol,15-24,22,Age group
40201,Alcohol,25-34,32,Age group
40201,Alcohol,35-44,24,Age group
40201,Alcohol,45-54,24,Age group
40201,Alcohol,55-64,6,Age group
40201,Alcohol,65+,7,Age group
40201,All drug-related,0-14,2,Age group
40201,All drug-related,15-24,62,Age group
40201,All drug-related,25-34,83,Age group
40201,All drug-related,35-44,60,Age group
40201,All drug-related,45-54,52,Age group
40201,All drug-related,55-64,16,Age group
40201,All drug-related,65+,16,Age group
40201,Anaesthetics,45-54,1,Age group
40201,Analeptics and opioid receptor antagonists,15-24,1,Age group
40201,Analeptics and opioid receptor antagonists,45-54,1,Age group
40201,Cannabinoids,15-24,5,Age group
40201,Cannabinoids,25-34,9,Age group
40201,Cannabinoids,35-44,4,Age group
40201,Cannabinoids,45-54,3,Age group
40201,Cannabinoids,55-64,2,Age group
40201,Cannabinoids,65+,1,Age group
40201,Hallucinogens,15-24,3,Age group
40201,Hallucinogens,25-34,1,Age group
40201,Hallucinogens,35-44,1,Age group
40201,Hallucinogens,65+,1,Age group
40201,Inhalants,35-44,1,Age group
40201,Multiple drug use,0-14,1,Age group
40201,Multiple drug use,15-24,4,Age group
40201,Multiple drug use,25-34,6,Age group
40201,Multiple drug use,35-44,3,Age group
40201,Multiple drug use,45-54,2,Age group
40201,Multiple drug use,55-64,2,Age group
40201,Non-opioid analgesic and antirheumatic,15-24,2,Age group
40201,Non-opioid analgesic and antirheumatic,25-34,5,Age group
40201,Non-opioid analgesic and antirheumatic,35-44,2,Age group
40201,Non-opioid analgesic and antirheumatic,45-54,2,Age group
40201,Non-opioid analgesic and antirheumatic,55-64,1,Age group
40201,Non-opioid analgesic and antirheumatic,65+,1,Age group
40201,Opioid,15-24,9,Age group
40201,Opioid,25-34,10,Age group
40201,Opioid,35-44,7,Age group
40201,Opioid,45-54,4,Age group
40201,Opioid,55-64,2,Age group
40201,Opioid,65+,1,Age group
40201,Other,25-34,1,Age group
40201,Other,35-44,1,Age group
40201,Other,45-54,2,Age group
40201,Other,55-64,1,Age group
40201,Psychostimulants,15-24,6,Age group
40201,Psychostimulants,25-34,12,Age group
40201,Psychostimulants,35-44,11,Age group
40201,Psychostimulants,45-54,9,Age group
40201,Psychostimulants,55-64,1,Age group
40201,Psychostimulants,65+,3,Age group
40201,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",15-24,5,Age group
40201,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",25-34,3,Age group
40201,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",35-44,4,Age group
40201,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",45-54,1,Age group
40201,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",65+,1,Age group
40201,"Sedative-hypnotics, antiepileptics and antiparkinson",15-24,5,Age group
40201,"Sedative-hypnotics, antiepileptics and antiparkinson",25-34,4,Age group
40201,"Sedative-hypnotics, antiepileptics and antiparkinson",35-44,2,Age group
40201,"Sedative-hypnotics, antiepileptics and antiparkinson",45-54,3,Age group
40201,"Sedative-hypnotics, antiepileptics and antiparkinson",55-64,1,Age group
40201,"Sedative-hypnotics, antiepileptics and antiparkinson",65+,1,Age group
40202,Alcohol,0-14,1,Age group
40202,Alcohol,15-24,55,Age group
40202,Alcohol,25-34,80,Age group
40202,Alcohol,35-44,57,Age group
40202,Alcohol,45-54,44,Age group
40202,Alcohol,55-64,19,Age group
40202,Alcohol,65+,22,Age group
40202,All drug-related,0-14,5,Age group
40202,All drug-related,15-24,130,Age group
40202,All drug-related,25-34,172,Age group
40202,All drug-related,35-44,136,Age group
40202,All drug-related,45-54,108,Age group
40202,All drug-related,55-64,50,Age group
40202,All drug-related,65+,54,Age group
40202,Anaesthetics,15-24,1,Age group
40202,Anaesthetics,25-34,1,Age group
40202,Anaesthetics,55-64,1,Age group
40202,Anaesthetics,65+,1,Age group
40202,Analeptics and opioid receptor antagonists,45-54,1,Age group
40202,Cannabinoids,0-14,1,Age group
40202,Cannabinoids,15-24,10,Age group
40202,Cannabinoids,25-34,13,Age group
40202,Cannabinoids,35-44,9,Age group
40202,Cannabinoids,45-54,4,Age group
40202,Cannabinoids,55-64,7,Age group
40202,Cannabinoids,65+,3,Age group
40202,Hallucinogens,35-44,1,Age group
40202,Hallucinogens,45-54,3,Age group
40202,Inhalants,0-14,1,Age group
40202,Inhalants,15-24,2,Age group
40202,Inhalants,25-34,2,Age group
40202,Inhalants,45-54,2,Age group
40202,Inhalants,55-64,1,Age group
40202,Multiple drug use,15-24,9,Age group
40202,Multiple drug use,25-34,9,Age group
40202,Multiple drug use,35-44,15,Age group
40202,Multiple drug use,45-54,4,Age group
40202,Multiple drug use,55-64,6,Age group
40202,Multiple drug use,65+,4,Age group
40202,Non-opioid analgesic and antirheumatic,0-14,1,Age group
40202,Non-opioid analgesic and antirheumatic,15-24,6,Age group
40202,Non-opioid analgesic and antirheumatic,25-34,7,Age group
40202,Non-opioid analgesic and antirheumatic,35-44,7,Age group
40202,Non-opioid analgesic and antirheumatic,45-54,4,Age group
40202,Non-opioid analgesic and antirheumatic,65+,3,Age group
40202,Opioid,15-24,12,Age group
40202,Opioid,25-34,16,Age group
40202,Opioid,35-44,8,Age group
40202,Opioid,45-54,13,Age group
40202,Opioid,55-64,7,Age group
40202,Opioid,65+,2,Age group
40202,Other,15-24,2,Age group
40202,Other,25-34,3,Age group
40202,Other,35-44,2,Age group
40202,Other,45-54,1,Age group
40202,Other,55-64,1,Age group
40202,Other,65+,1,Age group
40202,Psychostimulants,15-24,23,Age group
40202,Psychostimulants,25-34,23,Age group
40202,Psychostimulants,35-44,23,Age group
40202,Psychostimulants,45-54,24,Age group
40202,Psychostimulants,55-64,4,Age group
40202,Psychostimulants,65+,11,Age group
40202,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",15-24,4,Age group
40202,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",25-34,7,Age group
40202,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",35-44,5,Age group
40202,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",45-54,1,Age group
40202,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",55-64,3,Age group
40202,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",65+,2,Age group
40202,"Sedative-hypnotics, antiepileptics and antiparkinson",0-14,1,Age group
40202,"Sedative-hypnotics, antiepileptics and antiparkinson",15-24,6,Age group
40202,"Sedative-hypnotics, antiepileptics and antiparkinson",25-34,11,Age group
40202,"Sedative-hypnotics, antiepileptics and antiparkinson",35-44,9,Age group
40202,"Sedative-hypnotics, antiepileptics and antiparkinson",45-54,7,Age group
40202,"Sedative-hypnotics, antiepileptics and antiparkinson",55-64,1,Age group
40202,"Sedative-hypnotics, antiepileptics and antiparkinson",65+,4,Age group
40202,Steroids or hormones,65+,1,Age group
40203,Alcohol,0-14,1,Age group
40203,Alcohol,15-24,23,Age group
40203,Alcohol,25-34,51,Age group
40203,Alcohol,35-44,39,Age group
40203,Alcohol,45-54,23,Age group
40203,Alcohol,55-64,25,Age group
40203,Alcohol,65+,12,Age group
40203,All drug-related,0-14,1,Age group
40203,All drug-related,15-24,60,Age group
40203,All drug-related,25-34,109,Age group
40203,All drug-related,35-44,80,Age group
40203,All drug-related,45-54,52,Age group
40203,All drug-related,55-64,44,Age group
40203,All drug-related,65+,28,Age group
40203,Anaesthetics,15-24,1,Age group
40203,Anaesthetics,45-54,1,Age group
40203,Analeptics and opioid receptor antagonists,65+,1,Age group
40203,Androgens and anabolic congeners,25-34,1,Age group
40203,Androgens and anabolic congeners,45-54,1,Age group
40203,Cannabinoids,15-24,6,Age group
40203,Cannabinoids,25-34,11,Age group
40203,Cannabinoids,35-44,3,Age group
40203,Cannabinoids,45-54,6,Age group
40203,Cannabinoids,55-64,7,Age group
40203,Cannabinoids,65+,2,Age group
40203,Hallucinogens,15-24,2,Age group
40203,Hallucinogens,25-34,1,Age group
40203,Hallucinogens,35-44,2,Age group
40203,Hallucinogens,45-54,1,Age group
40203,Hallucinogens,65+,1,Age group
40203,Inhalants,25-34,2,Age group
40203,Multiple drug use,15-24,6,Age group
40203,Multiple drug use,25-34,4,Age group
40203,Multiple drug use,35-44,4,Age group
40203,Multiple drug use,45-54,2,Age group
40203,Multiple drug use,55-64,3,Age group
40203,Multiple drug use,65+,1,Age group
40203,Non-opioid analgesic and antirheumatic,25-34,5,Age group
40203,Non-opioid analgesic and antirheumatic,35-44,1,Age group
40203,Non-opioid analgesic and antirheumatic,45-54,1,Age group
40203,Non-opioid analgesic and antirheumatic,55-64,1,Age group
40203,Non-opioid analgesic and antirheumatic,65+,1,Age group
40203,Opioid,15-24,5,Age group
40203,Opioid,25-34,6,Age group
40203,Opioid,35-44,6,Age group
40203,Opioid,45-54,7,Age group
40203,Opioid,55-64,4,Age group
40203,Opioid,65+,4,Age group
40203,Other,15-24,2,Age group
40203,Other,25-34,3,Age group
40203,Other,35-44,2,Age group
40203,Psychostimulants,15-24,10,Age group
40203,Psychostimulants,25-34,20,Age group
40203,Psychostimulants,35-44,15,Age group
40203,Psychostimulants,45-54,6,Age group
40203,Psychostimulants,55-64,2,Age group
40203,Psychostimulants,65+,4,Age group
40203,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",15-24,1,Age group
40203,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",25-34,2,Age group
40203,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",35-44,2,Age group
40203,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",45-54,1,Age group
40203,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",65+,1,Age group
40203,"Sedative-hypnotics, antiepileptics and antiparkinson",15-24,4,Age group
40203,"Sedative-hypnotics, antiepileptics and antiparkinson",25-34,3,Age group
40203,"Sedative-hypnotics, antiepileptics and antiparkinson",35-44,6,Age group
40203,"Sedative-hypnotics, antiepileptics and antiparkinson",45-54,3,Age group
40203,"Sedative-hypnotics, antiepileptics and antiparkinson",55-64,2,Age group
40203,"Sedative-hypnotics, antiepileptics and antiparkinson",65+,1,Age group
40204,Alcohol,0-14,2,Age group
40204,Alcohol,15-24,77,Age group
40204,Alcohol,25-34,98,Age group
40204,Alcohol,35-44,88,Age group
40204,Alcohol,45-54,48,Age group
40204,Alcohol,55-64,28,Age group
40204,Alcohol,65+,28,Age group
40204,All drug-related,0-14,5,Age group
40204,All drug-related,15-24,177,Age group
40204,All drug-related,25-34,230,Age group
40204,All drug-related,35-44,195,Age group
40204,All drug-related,45-54,106,Age group
40204,All drug-related,55-64,71,Age group
40204,All drug-related,65+,70,Age group
40204,Anaesthetics,15-24,1,Age group
40204,Anaesthetics,35-44,2,Age group
40204,Anaesthetics,65+,1,Age group
40204,Analeptics and opioid receptor antagonists,25-34,1,Age group
40204,Androgens and anabolic congeners,15-24,1,Age group
40204,Androgens and anabolic congeners,35-44,1,Age group
40204,Cannabinoids,15-24,14,Age group
40204,Cannabinoids,25-34,18,Age group
40204,Cannabinoids,35-44,16,Age group
40204,Cannabinoids,45-54,9,Age group
40204,Cannabinoids,55-64,4,Age group
40204,Cannabinoids,65+,6,Age group
40204,Hallucinogens,25-34,2,Age group
40204,Hallucinogens,35-44,3,Age group
40204,Hallucinogens,45-54,2,Age group
40204,Hallucinogens,65+,1,Age group
40204,Inhalants,15-24,1,Age group
40204,Inhalants,25-34,1,Age group
40204,Inhalants,45-54,2,Age group
40204,Inhalants,55-64,3,Age group
40204,Multiple drug use,0-14,1,Age group
40204,Multiple drug use,15-24,13,Age group
40204,Multiple drug use,25-34,23,Age group
40204,Multiple drug use,35-44,20,Age group
40204,Multiple drug use,45-54,11,Age group
40204,Multiple drug use,55-64,7,Age group
40204,Multiple drug use,65+,7,Age group
40204,Non-opioid analgesic and antirheumatic,15-24,4,Age group
40204,Non-opioid analgesic and antirheumatic,25-34,4,Age group
40204,Non-opioid analgesic and antirheumatic,35-44,6,Age group
40204,Non-opioid analgesic and antirheumatic,45-54,3,Age group
40204,Non-opioid analgesic and antirheumatic,55-64,4,Age group
40204,Non-opioid analgesic and antirheumatic,65+,6,Age group
40204,Opioid,0-14,1,Age group
40204,Opioid,15-24,16,Age group
40204,Opioid,25-34,24,Age group
40204,Opioid,35-44,9,Age group
40204,Opioid,45-54,4,Age group
40204,Opioid,55-64,7,Age group
40204,Opioid,65+,4,Age group
40204,Other,15-24,1,Age group
40204,Other,25-34,4,Age group
40204,Other,35-44,2,Age group
40204,Other,45-54,2,Age group
40204,Other,55-64,2,Age group
40204,Psychostimulants,15-24,28,Age group
40204,Psychostimulants,25-34,33,Age group
40204,Psychostimulants,35-44,33,Age group
40204,Psychostimulants,45-54,14,Age group
40204,Psychostimulants,55-64,8,Age group
40204,Psychostimulants,65+,11,Age group
40204,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",0-14,1,Age group
40204,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",15-24,3,Age group
40204,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",25-34,6,Age group
40204,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",35-44,7,Age group
40204,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",45-54,1,Age group
40204,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",55-64,8,Age group
40204,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",65+,2,Age group
40204,"Sedative-hypnotics, antiepileptics and antiparkinson",15-24,18,Age group
40204,"Sedative-hypnotics, antiepileptics and antiparkinson",25-34,16,Age group
40204,"Sedative-hypnotics, antiepileptics and antiparkinson",35-44,8,Age group
40204,"Sedative-hypnotics, antiepileptics and antiparkinson",45-54,10,Age group
